serverid,servername,gamescore,topn,ones,serverProbability,serverFrequency
120,Tobias Kamke,40-15,75,1,.59562844,183
120,Tobias Kamke,40-30,75,1,.57894737,209
120,Tobias Kamke,40-40,75,1,.52795029,161
120,Tobias Kamke,40-50,75,1,.47474748,99
120,Tobias Kamke,50-40,75,1,.54054052,111
127,Josko Topic,0-0,75,1,.42857143,7
127,Josko Topic,0-15,75,1,.75,4
127,Josko Topic,0-30,75,1,1,1
127,Josko Topic,15-0,75,1,.33333334,3
127,Josko Topic,15-15,75,1,.2,5
127,Josko Topic,15-30,75,1,.60000002,5
127,Josko Topic,15-40,75,1,.5,2
127,Josko Topic,30-0,75,1,0,1
127,Josko Topic,30-15,75,1,.5,2
127,Josko Topic,30-30,75,1,0,4
127,Josko Topic,30-40,75,1,.60000002,5
127,Josko Topic,40-15,75,1,0,1
127,Josko Topic,40-30,75,1,0,1
127,Josko Topic,40-40,75,1,.75,4
127,Josko Topic,40-50,75,1,.25,4
127,Josko Topic,50-40,75,1,0,3
129,Kyle Edmund,0-0,75,1,.63076925,65
129,Kyle Edmund,0-15,75,1,.45833334,24
129,Kyle Edmund,0-30,75,1,.46153846,13
129,Kyle Edmund,0-40,75,1,1,7
129,Kyle Edmund,15-0,75,1,.58536583,41
129,Kyle Edmund,15-15,75,1,.71428573,28
129,Kyle Edmund,15-30,75,1,.46666667,15
129,Kyle Edmund,15-40,75,1,.66666669,15
129,Kyle Edmund,30-0,75,1,.58333331,24
129,Kyle Edmund,30-15,75,1,.53333336,30
129,Kyle Edmund,30-30,75,1,.55000001,20
129,Kyle Edmund,30-40,75,1,.52631581,19
129,Kyle Edmund,40-0,75,1,.42857143,14
129,Kyle Edmund,40-15,75,1,.58333331,24
129,Kyle Edmund,40-30,75,1,.61904764,21
129,Kyle Edmund,40-40,75,1,.55555558,18
129,Kyle Edmund,40-50,75,1,.8888889,9
129,Kyle Edmund,50-40,75,1,.5625,16
133,Tim Smyczek,0-0,75,1,.57446808,376
133,Tim Smyczek,0-15,75,1,.54658383,161
133,Tim Smyczek,0-30,75,1,.61643833,73
133,Tim Smyczek,0-40,75,1,.5714286,28
133,Tim Smyczek,15-0,75,1,.625,216
133,Tim Smyczek,15-15,75,1,.61309522,168
133,Tim Smyczek,15-30,75,1,.59090906,110
133,Tim Smyczek,15-40,75,1,.6885246,61
133,Tim Smyczek,30-0,75,1,.54074073,135
133,Tim Smyczek,30-15,75,1,.58787876,165
133,Tim Smyczek,30-30,75,1,.61654133,133
133,Tim Smyczek,30-40,75,1,.52688169,93
133,Tim Smyczek,40-0,75,1,.6438356,73
133,Tim Smyczek,40-15,75,1,.60975611,123
133,Tim Smyczek,40-30,75,1,.55384618,130
133,Tim Smyczek,40-40,75,1,.62616825,107
133,Tim Smyczek,40-50,75,1,.63461536,52
133,Tim Smyczek,50-40,75,1,.5777778,90
134,Eduardo Schwank,0-0,75,1,.67647058,68
134,Eduardo Schwank,0-15,75,1,.72727275,22
134,Eduardo Schwank,0-30,75,1,.66666669,6
134,Eduardo Schwank,0-40,75,1,.5,2
134,Eduardo Schwank,15-0,75,1,.56521738,46
134,Eduardo Schwank,15-15,75,1,.66666669,36
134,Eduardo Schwank,15-30,75,1,.8125,16
134,Eduardo Schwank,15-40,75,1,.5,4
134,Eduardo Schwank,30-0,75,1,.57692307,26
134,Eduardo Schwank,30-15,75,1,.71428573,35
134,Eduardo Schwank,30-30,75,1,.43478259,23
134,Eduardo Schwank,30-40,75,1,.46666667,15
134,Eduardo Schwank,40-0,75,1,.66666669,15
134,Eduardo Schwank,40-15,75,1,.66666669,30
134,Eduardo Schwank,40-30,75,1,.5,20
134,Eduardo Schwank,40-40,75,1,.52941179,17
134,Eduardo Schwank,40-50,75,1,.30000001,10
134,Eduardo Schwank,50-40,75,1,.63636363,11
135,Christian Lindell,0-0,75,1,.33333334,24
135,Christian Lindell,0-15,75,1,.5,16
135,Christian Lindell,0-30,75,1,.5,8
135,Christian Lindell,0-40,75,1,.5,4
135,Christian Lindell,15-0,75,1,.625,8
135,Christian Lindell,15-15,75,1,.45454547,11
135,Christian Lindell,15-30,75,1,.5,10
135,Christian Lindell,15-40,75,1,.5714286,7
135,Christian Lindell,30-0,75,1,.60000002,5
135,Christian Lindell,30-15,75,1,.85714287,7
135,Christian Lindell,30-30,75,1,.66666669,6
135,Christian Lindell,30-40,75,1,.5,6
135,Christian Lindell,40-0,75,1,.66666669,3
135,Christian Lindell,40-15,75,1,.42857143,7
135,Christian Lindell,40-30,75,1,.875,8
135,Christian Lindell,40-40,75,1,.75,4
135,Christian Lindell,40-50,75,1,1,1
135,Christian Lindell,50-40,75,1,.75,4
136,Radu Albot,0-0,75,1,.62121212,66
136,Radu Albot,0-15,75,1,.36000001,25
136,Radu Albot,0-30,75,1,.625,16
136,Radu Albot,0-40,75,1,.33333334,6
136,Radu Albot,15-0,75,1,.41463414,41
136,Radu Albot,15-15,75,1,.42424244,33
136,Radu Albot,15-30,75,1,.51724136,29
136,Radu Albot,15-40,75,1,.375,16
136,Radu Albot,30-0,75,1,.41176471,17
136,Radu Albot,30-15,75,1,.54166669,24
136,Radu Albot,30-30,75,1,.69230771,26
136,Radu Albot,30-40,75,1,.64285713,14
136,Radu Albot,40-0,75,1,.42857143,7
136,Radu Albot,40-15,75,1,.58823532,17
136,Radu Albot,40-30,75,1,.60000002,25
136,Radu Albot,40-40,75,1,.68421054,19
136,Radu Albot,40-50,75,1,.75,8
136,Radu Albot,50-40,75,1,.66666669,15
141,Michael Yani,0-0,75,1,.72972971,37
141,Michael Yani,0-15,75,1,.40000001,10
141,Michael Yani,0-30,75,1,.33333334,6
141,Michael Yani,0-40,75,1,.25,4
141,Michael Yani,15-0,75,1,.5925926,27
141,Michael Yani,15-15,75,1,.46666667,15
141,Michael Yani,15-30,75,1,.60000002,10
141,Michael Yani,15-40,75,1,.40000001,5
141,Michael Yani,30-0,75,1,.75,16
141,Michael Yani,30-15,75,1,.27272728,11
141,Michael Yani,30-30,75,1,.64285713,14
141,Michael Yani,30-40,75,1,.5714286,7
141,Michael Yani,40-0,75,1,.83333331,12
141,Michael Yani,40-15,75,1,.80000001,5
141,Michael Yani,40-30,75,1,.60000002,10
141,Michael Yani,40-40,75,1,.875,8
141,Michael Yani,40-50,75,1,1,1
141,Michael Yani,50-40,75,1,.71428573,7
142,Lukasz Kubot,0-0,75,1,.6213184,713
142,Lukasz Kubot,0-15,75,1,.5925926,270
142,Lukasz Kubot,0-30,75,1,.65454543,110
142,Lukasz Kubot,0-40,75,1,.5,38
142,Lukasz Kubot,15-0,75,1,.59367949,443
142,Lukasz Kubot,15-15,75,1,.57058823,340
142,Lukasz Kubot,15-30,75,1,.58256882,218
142,Lukasz Kubot,15-40,75,1,.61818182,110
142,Lukasz Kubot,30-0,75,1,.64258558,263
142,Lukasz Kubot,30-15,75,1,.58680558,288
142,Lukasz Kubot,30-30,75,1,.60569108,246
142,Lukasz Kubot,30-40,75,1,.57575756,165
142,Lukasz Kubot,40-0,75,1,.59171599,169
142,Lukasz Kubot,40-15,75,1,.65546221,238
142,Lukasz Kubot,40-30,75,1,.64935064,231
142,Lukasz Kubot,40-40,75,1,.54545456,176
142,Lukasz Kubot,40-50,75,1,.58163267,98
142,Lukasz Kubot,50-40,75,1,.61904764,126
144,Maxime Authom,0-0,75,1,.57894737,19
144,Maxime Authom,0-15,75,1,.75,8
144,Maxime Authom,0-30,75,1,.5,2
144,Maxime Authom,0-40,75,1,1,1
144,Maxime Authom,15-0,75,1,.72727275,11
144,Maxime Authom,15-15,75,1,.55555558,9
144,Maxime Authom,15-30,75,1,.60000002,5
144,Maxime Authom,15-40,75,1,1,3
144,Maxime Authom,30-0,75,1,.75,8
144,Maxime Authom,30-15,75,1,.5714286,7
144,Maxime Authom,30-30,75,1,.5,6
144,Maxime Authom,30-40,75,1,.5,6
144,Maxime Authom,40-0,75,1,.33333334,6
144,Maxime Authom,40-15,75,1,.625,8
144,Maxime Authom,40-30,75,1,.16666667,6
144,Maxime Authom,40-40,75,1,.875,8
144,Maxime Authom,40-50,75,1,0,1
144,Maxime Authom,50-40,75,1,.85714287,7
147,Frederik Nielsen,0-0,75,1,.40000001,10
147,Frederik Nielsen,0-15,75,1,.66666669,6
147,Frederik Nielsen,0-30,75,1,1,2
147,Frederik Nielsen,15-0,75,1,0,4
147,Frederik Nielsen,15-15,75,1,.75,8
147,Frederik Nielsen,15-30,75,1,.5,4
147,Frederik Nielsen,15-40,75,1,.5,2
147,Frederik Nielsen,30-15,75,1,.33333334,6
147,Frederik Nielsen,30-30,75,1,.33333334,6
147,Frederik Nielsen,30-40,75,1,.80000001,5
147,Frederik Nielsen,40-15,75,1,.5,2
147,Frederik Nielsen,40-30,75,1,.66666669,3
147,Frederik Nielsen,40-40,75,1,.40000001,5
147,Frederik Nielsen,40-50,75,1,.33333334,3
147,Frederik Nielsen,50-40,75,1,.33333334,3
151,Novak Djokovic,0-0,75,1,.69467419,3023
151,Novak Djokovic,0-15,75,1,.66810346,928
151,Novak Djokovic,0-30,75,1,.6883117,308
151,Novak Djokovic,0-40,75,1,.65625,96
151,Novak Djokovic,15-0,75,1,.68285716,2100
151,Novak Djokovic,15-15,75,1,.68783891,1291
151,Novak Djokovic,15-30,75,1,.67642277,615
151,Novak Djokovic,15-40,75,1,.66666669,261
151,Novak Djokovic,30-0,75,1,.70641559,1434
151,Novak Djokovic,30-15,75,1,.70030582,1308
151,Novak Djokovic,30-30,75,1,.69430691,808
151,Novak Djokovic,30-40,75,1,.64999998,420
151,Novak Djokovic,40-0,75,1,.69002962,1013
151,Novak Djokovic,40-15,75,1,.70406502,1230
151,Novak Djokovic,40-30,75,1,.66377443,922
151,Novak Djokovic,40-40,75,1,.69296741,583
151,Novak Djokovic,40-50,75,1,.59649122,228
151,Novak Djokovic,50-40,75,1,.68473893,498
152,Dominic Thiem,0-0,75,1,.63045913,893
152,Dominic Thiem,0-15,75,1,.62424242,330
152,Dominic Thiem,0-30,75,1,.63999999,125
152,Dominic Thiem,0-40,75,1,.48888889,45
152,Dominic Thiem,15-0,75,1,.61101246,563
152,Dominic Thiem,15-15,75,1,.66117644,425
152,Dominic Thiem,15-30,75,1,.62331837,223
152,Dominic Thiem,15-40,75,1,.6226415,106
152,Dominic Thiem,30-0,75,1,.67732561,344
152,Dominic Thiem,30-15,75,1,.66326529,392
152,Dominic Thiem,30-30,75,1,.63837636,271
152,Dominic Thiem,30-40,75,1,.63414633,164
152,Dominic Thiem,40-0,75,1,.68240345,233
152,Dominic Thiem,40-15,75,1,.69760478,334
152,Dominic Thiem,40-30,75,1,.64233577,274
152,Dominic Thiem,40-40,75,1,.58910888,202
152,Dominic Thiem,40-50,75,1,.58823532,102
152,Dominic Thiem,50-40,75,1,.65408808,159
153,Bastian Trinker,0-0,75,1,.44444445,18
153,Bastian Trinker,0-15,75,1,.60000002,10
153,Bastian Trinker,0-30,75,1,0,4
153,Bastian Trinker,0-40,75,1,.25,4
153,Bastian Trinker,15-0,75,1,.625,8
153,Bastian Trinker,15-15,75,1,.33333334,9
153,Bastian Trinker,15-30,75,1,.83333331,6
153,Bastian Trinker,15-40,75,1,.5,2
153,Bastian Trinker,30-0,75,1,.80000001,5
153,Bastian Trinker,30-15,75,1,.75,4
153,Bastian Trinker,30-30,75,1,.66666669,6
153,Bastian Trinker,30-40,75,1,.66666669,3
153,Bastian Trinker,40-0,75,1,1,4
153,Bastian Trinker,40-15,75,1,.33333334,3
153,Bastian Trinker,40-30,75,1,.5,6
153,Bastian Trinker,40-40,75,1,.40000001,5
153,Bastian Trinker,40-50,75,1,.66666669,3
153,Bastian Trinker,50-40,75,1,.5,2
154,Jamie Baker,0-0,75,1,.52307695,65
154,Jamie Baker,0-15,75,1,.48387095,31
154,Jamie Baker,0-30,75,1,.625,16
154,Jamie Baker,0-40,75,1,.5,6
154,Jamie Baker,15-0,75,1,.7647059,34
154,Jamie Baker,15-15,75,1,.69565219,23
154,Jamie Baker,15-30,75,1,.41176471,17
154,Jamie Baker,15-40,75,1,.69230771,13
154,Jamie Baker,30-0,75,1,.57692307,26
154,Jamie Baker,30-15,75,1,.55555558,27
154,Jamie Baker,30-30,75,1,.63157892,19
154,Jamie Baker,30-40,75,1,.625,16
154,Jamie Baker,40-0,75,1,.66666669,15
154,Jamie Baker,40-15,75,1,.69999999,20
154,Jamie Baker,40-30,75,1,.55555558,18
154,Jamie Baker,40-40,75,1,.72222221,18
154,Jamie Baker,40-50,75,1,.42857143,7
154,Jamie Baker,50-40,75,1,.6875,16
155,Greg Jones,0-0,75,1,.83999997,25
155,Greg Jones,0-15,75,1,.5,4
155,Greg Jones,0-30,75,1,.5,2
155,Greg Jones,0-40,75,1,1,1
155,Greg Jones,15-0,75,1,.85714287,21
155,Greg Jones,15-15,75,1,.40000001,5
155,Greg Jones,15-30,75,1,1,4
155,Greg Jones,15-40,75,1,1,1
155,Greg Jones,30-0,75,1,.72222221,18
155,Greg Jones,30-15,75,1,.5714286,7
155,Greg Jones,30-30,75,1,.5714286,7
155,Greg Jones,30-40,75,1,.75,4
155,Greg Jones,40-0,75,1,.84615386,13
155,Greg Jones,40-15,75,1,.66666669,6
155,Greg Jones,40-30,75,1,.5,6
155,Greg Jones,40-40,75,1,1,6
155,Greg Jones,40-50,75,1,1,1
155,Greg Jones,50-40,75,1,.83333331,6
156,Markus Eriksson,0-0,75,1,.5,10
156,Markus Eriksson,0-15,75,1,.80000001,5
156,Markus Eriksson,0-30,75,1,1,1
156,Markus Eriksson,15-0,75,1,.40000001,5
156,Markus Eriksson,15-15,75,1,.5714286,7
156,Markus Eriksson,15-30,75,1,.75,4
156,Markus Eriksson,15-40,75,1,1,1
156,Markus Eriksson,30-0,75,1,1,2
156,Markus Eriksson,30-15,75,1,.75,4
156,Markus Eriksson,30-30,75,1,.75,4
156,Markus Eriksson,30-40,75,1,.5,2
156,Markus Eriksson,40-0,75,1,1,2
156,Markus Eriksson,40-15,75,1,1,3
156,Markus Eriksson,40-30,75,1,.66666669,3
156,Markus Eriksson,40-40,75,1,.5,2
156,Markus Eriksson,40-50,75,1,0,1
156,Markus Eriksson,50-40,75,1,1,1
159,Carlos Berlocq,0-0,75,1,.61122245,998
159,Carlos Berlocq,0-15,75,1,.56958765,388
159,Carlos Berlocq,0-30,75,1,.58682632,167
159,Carlos Berlocq,0-40,75,1,.58823532,68
159,Carlos Berlocq,15-0,75,1,.61311477,610
159,Carlos Berlocq,15-15,75,1,.61269146,457
159,Carlos Berlocq,15-30,75,1,.49454546,275
159,Carlos Berlocq,15-40,75,1,.55248618,181
159,Carlos Berlocq,30-0,75,1,.66042781,374
159,Carlos Berlocq,30-15,75,1,.60687959,407
159,Carlos Berlocq,30-30,75,1,.60472971,296
159,Carlos Berlocq,30-40,75,1,.56481481,216
159,Carlos Berlocq,40-0,75,1,.76113361,247
159,Carlos Berlocq,40-15,75,1,.63725489,306
159,Carlos Berlocq,40-30,75,1,.58275861,290
159,Carlos Berlocq,40-40,75,1,.51851851,243
159,Carlos Berlocq,40-50,75,1,.60839158,143
159,Carlos Berlocq,50-40,75,1,.59562844,183
164,Frank Dancevic,0-0,75,1,.60194176,206
164,Frank Dancevic,0-15,75,1,.62195122,82
164,Frank Dancevic,0-30,75,1,.58064514,31
164,Frank Dancevic,0-40,75,1,.61538464,13
164,Frank Dancevic,15-0,75,1,.69354838,124
164,Frank Dancevic,15-15,75,1,.65168542,89
164,Frank Dancevic,15-30,75,1,.65306121,49
164,Frank Dancevic,15-40,75,1,.75999999,25
164,Frank Dancevic,30-0,75,1,.6511628,86
164,Frank Dancevic,30-15,75,1,.625,88
164,Frank Dancevic,30-30,75,1,.58461541,65
164,Frank Dancevic,30-40,75,1,.60869563,46
164,Frank Dancevic,40-0,75,1,.625,56
164,Frank Dancevic,40-15,75,1,.65789473,76
164,Frank Dancevic,40-30,75,1,.65625,64
164,Frank Dancevic,40-40,75,1,.57999998,50
164,Frank Dancevic,40-50,75,1,.63999999,25
164,Frank Dancevic,50-40,75,1,.68421054,38
168,Jaroslav Pospisil,0-0,75,1,.75,12
168,Jaroslav Pospisil,0-15,75,1,1,3
168,Jaroslav Pospisil,15-0,75,1,.44444445,9
168,Jaroslav Pospisil,15-15,75,1,.75,8
168,Jaroslav Pospisil,15-30,75,1,0,2
168,Jaroslav Pospisil,15-40,75,1,1,2
168,Jaroslav Pospisil,30-0,75,1,.75,4
168,Jaroslav Pospisil,30-15,75,1,.5714286,7
168,Jaroslav Pospisil,30-30,75,1,.33333334,3
168,Jaroslav Pospisil,30-40,75,1,.75,4
168,Jaroslav Pospisil,40-0,75,1,1,3
168,Jaroslav Pospisil,40-15,75,1,.75,4
168,Jaroslav Pospisil,40-30,75,1,.5,2
168,Jaroslav Pospisil,40-40,75,1,.5,4
168,Jaroslav Pospisil,40-50,75,1,.5,2
168,Jaroslav Pospisil,50-40,75,1,.66666669,3
172,Yasutaka Uchiyama,0-0,75,1,.63157892,19
172,Yasutaka Uchiyama,0-15,75,1,.85714287,7
172,Yasutaka Uchiyama,0-30,75,1,1,1
172,Yasutaka Uchiyama,15-0,75,1,.41666666,12
172,Yasutaka Uchiyama,15-15,75,1,.53846157,13
172,Yasutaka Uchiyama,15-30,75,1,.71428573,7
172,Yasutaka Uchiyama,15-40,75,1,0,2
172,Yasutaka Uchiyama,30-0,75,1,.80000001,5
172,Yasutaka Uchiyama,30-15,75,1,.75,8
172,Yasutaka Uchiyama,30-30,75,1,.5714286,7
172,Yasutaka Uchiyama,30-40,75,1,.33333334,3
172,Yasutaka Uchiyama,40-0,75,1,.75,4
172,Yasutaka Uchiyama,40-15,75,1,1,7
172,Yasutaka Uchiyama,40-30,75,1,.5,4
172,Yasutaka Uchiyama,40-40,75,1,.33333334,3
172,Yasutaka Uchiyama,40-50,75,1,.5,2
172,Yasutaka Uchiyama,50-40,75,1,1,2
174,John Isner,0-0,75,1,.68790394,2166
174,John Isner,0-15,75,1,.66715974,676
174,John Isner,0-30,75,1,.72444445,225
174,John Isner,0-40,75,1,.77419353,62
174,John Isner,15-0,75,1,.6794098,1491
174,John Isner,15-15,75,1,.70936489,929
174,John Isner,15-30,75,1,.71593535,433
174,John Isner,15-40,75,1,.69005847,171
174,John Isner,30-0,75,1,.69200397,1013
174,John Isner,30-15,75,1,.73532438,971
174,John Isner,30-30,75,1,.72310406,567
174,John Isner,30-40,75,1,.75636363,275
174,John Isner,40-0,75,1,.74750358,701
174,John Isner,40-15,75,1,.69472504,891
174,John Isner,40-30,75,1,.72873902,682
174,John Isner,40-40,75,1,.71246821,393
174,John Isner,40-50,75,1,.65517241,145
174,John Isner,50-40,75,1,.69942194,346
177,Federico Gaio,0-0,75,1,.66666669,9
177,Federico Gaio,0-15,75,1,.33333334,3
177,Federico Gaio,0-30,75,1,.5,2
177,Federico Gaio,0-40,75,1,0,1
177,Federico Gaio,15-0,75,1,1,6
177,Federico Gaio,15-15,75,1,0,1
177,Federico Gaio,15-30,75,1,1,2
177,Federico Gaio,30-0,75,1,.5,6
177,Federico Gaio,30-15,75,1,1,3
177,Federico Gaio,30-30,75,1,.5,2
177,Federico Gaio,30-40,75,1,0,1
177,Federico Gaio,40-0,75,1,.33333334,3
177,Federico Gaio,40-15,75,1,.80000001,5
177,Federico Gaio,40-30,75,1,.5,2
177,Federico Gaio,40-40,75,1,1,1
177,Federico Gaio,40-50,75,1,0,1
177,Federico Gaio,50-40,75,1,0,1
183,Roger Federer,0-0,75,1,.71918821,2710
183,Roger Federer,0-15,75,1,.68766403,762
183,Roger Federer,0-30,75,1,.70588237,238
183,Roger Federer,0-40,75,1,.69999999,70
183,Roger Federer,15-0,75,1,.72139561,1949
183,Roger Federer,15-15,75,1,.70626754,1069
183,Roger Federer,15-30,75,1,.67494822,483
183,Roger Federer,15-40,75,1,.68292683,205
183,Roger Federer,30-0,75,1,.72048366,1406
183,Roger Federer,30-15,75,1,.66347826,1150
183,Roger Federer,30-30,75,1,.73632538,713
183,Roger Federer,30-40,75,1,.67682928,328
183,Roger Federer,40-0,75,1,.71470881,1013
183,Roger Federer,40-15,75,1,.70247149,1052
183,Roger Federer,40-30,75,1,.70525062,838
183,Roger Federer,40-40,75,1,.70362473,469
183,Roger Federer,40-50,75,1,.67955804,181
183,Roger Federer,50-40,75,1,.66343826,413
188,Rhyne Williams,0-0,75,1,.64285713,98
188,Rhyne Williams,0-15,75,1,.54285717,35
188,Rhyne Williams,0-30,75,1,.8125,16
188,Rhyne Williams,0-40,75,1,0,3
188,Rhyne Williams,15-0,75,1,.58730161,63
188,Rhyne Williams,15-15,75,1,.51111114,45
188,Rhyne Williams,15-30,75,1,.54285717,35
188,Rhyne Williams,15-40,75,1,.5625,16
188,Rhyne Williams,30-0,75,1,.67567569,37
188,Rhyne Williams,30-15,75,1,.62857145,35
188,Rhyne Williams,30-30,75,1,.59375,32
188,Rhyne Williams,30-40,75,1,.68181819,22
188,Rhyne Williams,40-0,75,1,.56,25
188,Rhyne Williams,40-15,75,1,.90909094,33
188,Rhyne Williams,40-30,75,1,.5,22
188,Rhyne Williams,40-40,75,1,.57692307,26
188,Rhyne Williams,40-50,75,1,.61538464,13
188,Rhyne Williams,50-40,75,1,.61904764,21
190,Marcel Granollers,0-0,75,1,.58969957,1165
190,Marcel Granollers,0-15,75,1,.58786613,478
190,Marcel Granollers,0-30,75,1,.58375633,197
190,Marcel Granollers,0-40,75,1,.5,82
190,Marcel Granollers,15-0,75,1,.63953489,688
190,Marcel Granollers,15-15,75,1,.61814743,529
190,Marcel Granollers,15-30,75,1,.61198735,317
190,Marcel Granollers,15-40,75,1,.60365856,164
190,Marcel Granollers,30-0,75,1,.6947608,439
190,Marcel Granollers,30-15,75,1,.5826087,460
190,Marcel Granollers,30-30,75,1,.59740257,385
190,Marcel Granollers,30-40,75,1,.57480317,254
190,Marcel Granollers,40-0,75,1,.65901637,305
190,Marcel Granollers,40-15,75,1,.63440859,372
190,Marcel Granollers,40-30,75,1,.61748636,366
190,Marcel Granollers,40-40,75,1,.5874126,286
190,Marcel Granollers,40-50,75,1,.47999999,150
190,Marcel Granollers,50-40,75,1,.60747665,214
191,Mate Delic,0-0,75,1,.59210527,76
191,Mate Delic,0-15,75,1,.58064514,31
191,Mate Delic,0-30,75,1,.76923078,13
191,Mate Delic,0-40,75,1,.33333334,3
191,Mate Delic,15-0,75,1,.62222224,45
191,Mate Delic,15-15,75,1,.5714286,35
191,Mate Delic,15-30,75,1,.72000003,25
191,Mate Delic,15-40,75,1,.75,8
191,Mate Delic,30-0,75,1,.60714287,28
191,Mate Delic,30-15,75,1,.61290324,31
191,Mate Delic,30-30,75,1,.56666666,30
191,Mate Delic,30-40,75,1,.52631581,19
191,Mate Delic,40-0,75,1,.58823532,17
191,Mate Delic,40-15,75,1,.53846157,26
191,Mate Delic,40-30,75,1,.58620691,29
191,Mate Delic,40-40,75,1,.45454547,22
191,Mate Delic,40-50,75,1,.66666669,15
191,Mate Delic,50-40,75,1,.64285713,14
194,Kevin Krawietz,0-0,75,1,.55555558,9
194,Kevin Krawietz,0-15,75,1,1,4
194,Kevin Krawietz,15-0,75,1,.60000002,5
194,Kevin Krawietz,15-15,75,1,.5,6
194,Kevin Krawietz,15-30,75,1,1,3
194,Kevin Krawietz,30-0,75,1,.66666669,3
194,Kevin Krawietz,30-15,75,1,.5,4
194,Kevin Krawietz,30-30,75,1,.40000001,5
194,Kevin Krawietz,30-40,75,1,.66666669,3
194,Kevin Krawietz,40-0,75,1,1,2
194,Kevin Krawietz,40-15,75,1,1,2
194,Kevin Krawietz,40-30,75,1,1,2
194,Kevin Krawietz,40-40,75,1,.5,2
194,Kevin Krawietz,40-50,75,1,0,2
194,Kevin Krawietz,50-40,75,1,0,1
197,Fernando Verdasco,0-0,75,1,.61519301,1606
197,Fernando Verdasco,0-15,75,1,.63268608,618
197,Fernando Verdasco,0-30,75,1,.59030837,227
197,Fernando Verdasco,0-40,75,1,.64516127,93
197,Fernando Verdasco,15-0,75,1,.65552181,987
197,Fernando Verdasco,15-15,75,1,.62517101,731
197,Fernando Verdasco,15-30,75,1,.6830467,407
197,Fernando Verdasco,15-40,75,1,.60846561,189
197,Fernando Verdasco,30-0,75,1,.6506955,647
197,Fernando Verdasco,30-15,75,1,.62957543,683
197,Fernando Verdasco,30-30,75,1,.58082706,532
197,Fernando Verdasco,30-40,75,1,.63905323,338
197,Fernando Verdasco,40-0,75,1,.70546317,421
197,Fernando Verdasco,40-15,75,1,.68050539,554
197,Fernando Verdasco,40-30,75,1,.65020579,486
197,Fernando Verdasco,40-40,75,1,.60362697,386
197,Fernando Verdasco,40-50,75,1,.65934068,182
197,Fernando Verdasco,50-40,75,1,.67492259,323
198,Christian Garin,0-0,75,1,.59090906,22
198,Christian Garin,0-15,75,1,.55555558,9
198,Christian Garin,0-30,75,1,.40000001,5
198,Christian Garin,0-40,75,1,.5,2
198,Christian Garin,15-0,75,1,.61538464,13
198,Christian Garin,15-15,75,1,.40000001,10
198,Christian Garin,15-30,75,1,.75,8
198,Christian Garin,15-40,75,1,1,3
198,Christian Garin,30-0,75,1,.75,8
198,Christian Garin,30-15,75,1,.16666667,6
198,Christian Garin,30-30,75,1,.45454547,11
198,Christian Garin,30-40,75,1,.44444445,9
198,Christian Garin,40-0,75,1,1,6
198,Christian Garin,40-15,75,1,0,1
198,Christian Garin,40-30,75,1,.66666669,6
198,Christian Garin,40-40,75,1,.5,6
198,Christian Garin,40-50,75,1,.33333334,3
198,Christian Garin,50-40,75,1,1,4
199,Gregoire Burquier,0-0,75,1,.55555558,9
199,Gregoire Burquier,0-15,75,1,.75,4
199,Gregoire Burquier,0-30,75,1,0,1
199,Gregoire Burquier,0-40,75,1,1,1
199,Gregoire Burquier,15-0,75,1,.60000002,5
199,Gregoire Burquier,15-15,75,1,.2,5
199,Gregoire Burquier,15-30,75,1,.5,4
199,Gregoire Burquier,15-40,75,1,.66666669,3
199,Gregoire Burquier,30-0,75,1,0,3
199,Gregoire Burquier,30-15,75,1,.5,4
199,Gregoire Burquier,30-30,75,1,.5,4
199,Gregoire Burquier,30-40,75,1,.5,4
199,Gregoire Burquier,40-15,75,1,1,2
199,Gregoire Burquier,40-30,75,1,.5,2
199,Gregoire Burquier,40-40,75,1,0,3
199,Gregoire Burquier,40-50,75,1,1,3
199,Gregoire Burquier,50-40,75,1,1,1
202,Arthur De Greef,0-0,75,1,.6875,16
202,Arthur De Greef,0-15,75,1,.60000002,5
202,Arthur De Greef,0-30,75,1,.5,2
202,Arthur De Greef,0-40,75,1,0,1
202,Arthur De Greef,15-0,75,1,.45454547,11
202,Arthur De Greef,15-15,75,1,.66666669,9
202,Arthur De Greef,15-30,75,1,.5,4
202,Arthur De Greef,15-40,75,1,1,2
202,Arthur De Greef,30-0,75,1,.40000001,5
202,Arthur De Greef,30-15,75,1,.8888889,9
202,Arthur De Greef,30-30,75,1,.66666669,3
202,Arthur De Greef,30-40,75,1,.33333334,3
202,Arthur De Greef,40-0,75,1,1,2
202,Arthur De Greef,40-15,75,1,.375,8
202,Arthur De Greef,40-30,75,1,.5714286,7
202,Arthur De Greef,40-40,75,1,.75,4
202,Arthur De Greef,40-50,75,1,0,1
202,Arthur De Greef,50-40,75,1,.66666669,3
206,Guillaume Rufin,0-0,75,1,.56985295,272
206,Guillaume Rufin,0-15,75,1,.58974361,117
206,Guillaume Rufin,0-30,75,1,.625,48
206,Guillaume Rufin,0-40,75,1,.66666669,18
206,Guillaume Rufin,15-0,75,1,.58064514,155
206,Guillaume Rufin,15-15,75,1,.58208954,134
206,Guillaume Rufin,15-30,75,1,.59302324,86
206,Guillaume Rufin,15-40,75,1,.59574467,47
